Author Name,Rating,Review Text,Review Date,Sentiment (Rating-Based)
Abdulkreem Abdullah,5,تجربة جميلة ونوع البن و الحمصة و التغليف ممتاز و كذلك أشكرهم على حسن الاستقبال و الضيافة الله يوفقهم و يرزقهم,2025-06-12 15:43:05.881000+00:00,Positive
Mariam Meme,5,"قهوتهم تجنننننن
اول مره اجربهم و كانت تجربه تستحق الصراحه
عندهم أشياء جديد و غريبه
الله يرزقهم يارب",2025-06-11 17:10:33.357000+00:00,Positive
Alaa,3,"المكان شرح  الخدمة ممتازة 👌
الفلات وايت ٥/١٠
التيراميسو ٣/١٠",2025-06-10 17:11:43.519000+00:00,Neutral
sanad alsubaie,5,ممتاز جدا اول تجربه لي صراحه يستحق التجربه,2025-06-08 21:42:29.317000+00:00,Positive
Noura Saad,5,"فووووووووووووووق التقيييييييييييم والله العظيم لو فيه مليون نجمة يستاهلونها افضل قهوة عندهم تبي بارد حار اي نوع تشتهيه نفسك تشربه مضبووووووووووط
والحلى بدعوووووووووو السينابون و الماربل كيك لذذذذيذ
من مفضلاتي واصدقائي الصدوقين ويارب خصم الجيران يكون مستمر للأبد .. موفقين يارب وعقبال مانشوف فروعكم بكل العالم ..🌹",2025-06-05 02:03:11.246000+00:00,Positive
Aboubeida Alhasan,5,"القهوة ممتازة والتعامل راقي جدا والاجواء داخل المحل تفتح النفس , ما شاء الله تبارك الله وموظفين الكاشير اقسم بالله فوق الوصف
اتمني لكم التوفيق",2025-06-04 14:44:07.519000+00:00,Positive
Fhad Altamrah,5,👍,2025-05-31 15:06:00.322000+00:00,Positive
سيار الفطيمان,5,"اولا ماشاءالله تبارك الرحمن

اسعار وجودة
شكر خاص جدا ل ياسر الاحمري

اذا كنت فعلا ودك تكسب زبائن ، كل اللي عليك توظف شخص مثل ياسر
التعامل في قمة الرقي

بالتوفيق يارب",2025-05-29 15:38:48.698000+00:00,Positive
عبدالمحسن القعود,5,"تجربة ممتازة
أنواع كثيرة متوفرة
ما شاء الله لا قوة إلا بالله
الخدمة رائعة

مشكلتهم المواقف مع الاسف
عسى الله يبارك لهم",2025-05-26 05:25:06.312000+00:00,Positive
تغريد العنزي,5,ماشاءالله خدمه وهدؤ,2025-05-25 19:57:52.868000+00:00,Positive
نواف المطيري,5,خدمه جميله وقهوه رائعه والله يعطي محسن العافيه ماقصر معنا بالخدمه شكراً له ولطاقم المحل,2025-05-23 23:40:21.203000+00:00,Positive
Mohammed Alsanad,5,"شهادتي في المقهى مجروحة ..

- قهوة اليوم طبّ وتخير، جميع الأنواع والمحاصيل موجودة، جربت اليمني والتايلندي وكانت الأحب لي .. وجرّبت غيرها وكلها والله زينة ..
- بودينق الشوكلت لايُعلى عليه، طعم وخفيف على المعدة ..
- الطاقم اللي يشتغل رائع جدًا، والله كلهم بلا استثناء بشوشين ويخدمونك باللي تحتاجه
- صاحب المحل موجود وحريص على الجودة والتغيير والتجديد- الله يبارك له-

*ساكن في القيروان واحرص اني اجيه والله
* مالي مصلحة في كتابة التعليق هذا لكن صدق مُعجب في المقهى",2025-05-23 15:58:39.012000+00:00,Positive
Noa Alkhal,5,قهوتهم لذيذة والمكان يبعث شعور مريح. موفقين,2025-05-20 04:11:21.133000+00:00,Positive
Hamad ABAHUSSAIN,4,"جلست اذاكر عندهم كل شي ممتاز
الا موظفين شفت الفجر كانت اصواتهم عاليه و يسولفون كثير + المكان كان مره بارد و مزعج الصراحه",2025-05-19 02:54:03.470000+00:00,Positive
M A,5,"‏يا أفضل قهوه بالرياض🤎✨
ويا افضل طاقم بالحياه 🤍🤍🤍.
أدركت اني لازم اخذ قهوتي كل صبح من عندهم ، 🫢✨",2025-05-18 03:28:05.268000+00:00,Positive
Anas IK,5,قهوة رائعة وطعم طازج,2025-05-16 07:44:02.305000+00:00,Positive
Angel,5,"ماشاء الله الله يبارك لهم المكان مرتب والموظفين خدومين وطاقة المكان حلوة وينفع للشغل والمذاكرة ""غالبًا"" لأن مرات يكون زحمه. لاحظت يوزعون مويا مجانية ويحطون مويه للي يمشون بالمسار الرياضي الله يكتب أجرهم ويبارك لهم بمالهم.",2025-05-16 00:26:02.977000+00:00,Positive
فواز الخالدي,5,شهادة لله هذا الكوفي مميز بأخلاق العاملين فيه لدرجة ان ارتاد الكوفي بسببهم فضلاً عن المنتجات اللي يقدمها الكوفي اللي تفوق الوصف ❤️,2025-05-15 13:21:09.062000+00:00,Positive
Razan,5,الفلات وايت عندهم لذيييييذ,2025-05-14 15:15:32.258000+00:00,Positive
A,5,"جيت الصباح و القهوة هاديه و الناس تشتغل
اخذت اسبريسو اثيوبي رهيب🍯🤎
ومع كل كوب يعطيك مويا مجانية هذي قليل جدًا تلقى قهاوي كذا الاغلب يحطها لك ب٥ ريال",2025-05-13 17:11:03.933000+00:00,Positive
علياء المطيري,5,"القهوة طلبت فلات وايت موزونه
وطلبت لاطفالي ايسكريم مكس فروت لذيذ",2025-05-13 14:22:51.718000+00:00,Positive
منور العنزي,5,ماشاء الله التكييف بارد جداً يحتاج وزنه,2025-05-10 05:36:37.469000+00:00,Positive
Rose Ros,5,كرتادو ممتازه عندهم اما غيرها ما جربت,2025-05-09 23:23:59.544000+00:00,Positive
Shouq Asiri,5,رهيب من جميع النواحي فعلياً اشكركم🤍🤍🤍,2025-05-06 10:34:19.787000+00:00,Positive
‪Ma (Ma)‬‏,5,بسبب قرب شفل من بيتنا، صرت اعتبر السكن في الياسمين شيء إيجابي♥️♥️♥️ اصدقاء بداية و نهاية اليوم واصدقاء مرحلة مهمه من حياتي♥️,2025-05-05 14:55:05.050000+00:00,Positive
johnny ibrahim,3,"قمنا بزيارة فرعهم في شارع العليا.
جربت القهوة التايلاندية في ذلك اليوم وكانت النتيجة 7/10، وجربت زوجتي الشاي المثلج بالرمان وكانت النتيجة 8/10.
كان لدينا أيضًا تشيز كيك مدريد وكان جافًا وصلبًا نسبيًا (غير مخبوز حديثًا) على عكس نسيج وطعم كعكة مدريد الأصلية.
كان الجو متوسطًا.",2025-04-28 13:21:33.704000+00:00,Neutral
Reem,5,كل مرة أجي شفل عشان الفلات وايت والكتابة الحلوة على الكوب! ما أمل منهم أبدا 🤣👍🏻,2025-04-27 22:10:50.440000+00:00,Positive
كُـود,5,"أبارك لأخوي أبو عبدالعزيز على هذا العمل الجميل والمشروع المُبارك .. الله يبارك لك في رزقك وحلالك
عمل فوق الوصف والخيال أنواع متنوعة من الحلى والايسكريم .. وأنواع متنوعة من البُن المختص .. لمسات جميلة جدا للمكان الرائع وشكرا لضيافتك اللطيفة ..
انصح بالمكان هذا الجميل وزيارته بتخرج من المكان وانت في قمة سعادتك .. متوفر بالمكان جلسات هادئة للعمل والراحة ومتابعة جدول يومك وصفاء ذهنك .. متوفر لديهم خدمة جميلة جدا .. الموظفين عندهم روح عالية وبيئة جميلة .. والأهم من ذلك تواجد الأونر يعطيك علامة فارقة بالمكان ويحسسك إنه المسؤولية للجميع بلا استثناء تحياتي لكل موظف قائم على نجاح هذا المكان أنتم فريق رائع ❤️",2025-04-27 09:12:52.996000+00:00,Positive
محمد بن صالح,5,محاصيل رائعة ولذيذة,2025-04-27 01:43:39.774000+00:00,Positive
WIGER_1,5,"ماشاء الله تبارك الله على القهوة
تستاهل",2025-04-25 04:44:41.076000+00:00,Positive
F S,5,حسن البيشي  الكاشير من افضل الناس الموجودين بشوش و متعاون لي أقصى درجه,2025-04-23 17:52:27.819000+00:00,Positive
adnan almalki,3,يفوز بأكثر كافيه مزعج بالرياض. تتقهوى في مصنع. صفر اهتمام لمزاج العميل. تعبانين عشان يضبطون مزاجك بالقهوة بس بعد مايسوونها يتفننون كيف يخربون مزاجك.. طلبك يفضل يكون سفري او جلسات خارجية.,2025-04-23 03:16:06.472000+00:00,Neutral
Nora AL khaled,5,الكافيه جميل قهوة اليوم انواع كثيرة وحبيت انهم حاطين للحار والبارد ، ابغا اشكر الموظف رضوان من دخلنا للكافيه طار بعيالي الله يجزاه خير بشوش ولطيف وقدم للأطفال ايس كريم ضيافة,2025-04-22 16:12:27.384000+00:00,Positive
A,5,المكان جدا جميل والموظفين محترمين والمحاصيل عندهم متنوعة وجميلة والحلا فيه أنواع ممتاز، الكوفي مو كبير ولكن جميل والمكان جدا ممتاز ، فيه جلسات داخلية وخارجية وطبعا هو على ممشى والمكان شرح .,2025-04-22 06:53:42.532000+00:00,Positive
Najla. M,5,ماتحتاج تقييم حقيقي فارض نفسه بالسوق الإسم بجودته ماشاءالله وعروض الباكجات تعجبني عندهم جربت كل انواعهم كل وحدة لها نكهتها ولذيذات للأمانه كل الأنواع ، احب خدمتهم بفرع شارع العليا دائماً مليان مشااءالله بي الخدمة ممتازة,2025-04-21 19:11:04.631000+00:00,Positive
abdullah ali,2,المكان مريح خدمه جيده لا يصلح للجلوس الطويل,2025-04-20 21:44:59.030000+00:00,Negative
Othman KO,5,بالتأكيد أحببت هذا المقهى! الجو مريح وترحاب، والموظفون ودودون للغاية ومتحمسون للقهوة. لقد تأثرت بمجموعة واسعة من الحبوب من أصول مختلفة - وهي مثالية لأي محب للقهوة يتطلع إلى استكشاف نكهات جديدة. لقد جربت V60 وقهوة اليوم وكانتا متوازنتين وغنيتين تمامًا. نوصي بشدة إذا كنت تبحث عن مكان يتمتع بمشاعر رائعة وجودة قهوة رائعة! #جيمني_مجلس التعاون الخليجي,2025-04-19 07:53:16.717000+00:00,Positive
-,5,شكر خاص للموضفين يعطيهم العافيه 🌹,2025-04-19 07:02:41.753000+00:00,Positive
Ibrahim Almatroodi,5,مكان جميل ورايق والقهوه رهيبه والخدمه بطله، ويعطيكم العافيه على ترتيب تجمع نادي جيمني الخليج وأكرمكم الله على الضيافه 🙏🏻,2025-04-19 06:10:24.600000+00:00,Positive
Yazeed Alayed,5,"مقهى بديكور فريد شمال الرياض. رمز المجرفة يُجسّد جوهر قهوته. الخدمة رائعة، ويُقدّم كوب سيراميك مُصمّم خصيصاً لمن يستمتعون بالطعم، مُضيفاً امتيازاً نادراً ما تجده في أي مكان آخر.

أشجع الجميع على تجربته، وسأعتبر ""المجرفة"" بالتأكيد مقهى قهوتي المُعتاد.",2025-04-18 13:34:24.330000+00:00,Positive
