Author Name,Rating,Review Text,Review Date,Sentiment (Rating-Based),is_duplicate_text,duplicate_same_author,Language,Review Text AR,Sentiment
ABDULRAHMAN SULAIMAN ALJURAIBAN,5,"أولاً السلام تحية الإسلام و السلام عليكم ورحمة الله و بركاته ،،

و اسعد الله اوقاتكم بكل خير .. الله يبارك لأصحاب الحلال ويزيدكم من فضله مبروكين فتح فرع حي الحمراء

ثانياً وهو الاول في مكانته عندي أشكر الموظف الجميل واللطيف القدوة للغير و المثالي الأخ / عبدالله الشهراني
كان تعامله لطيف جداً و تبادلنا الحوار إلي انصفه من تعامل الشخص بصراحة اول زياره لي لهذا القهوه و احترامه وكرمه المتفوق بحد ذاته مكسب لي وهذا يخليني في كل مجلس أقوم بذكره لا أخفيكم بأنه تسويق ناجح لأصحاب الحلال و كنصيحه محب كمثل هذا والله لا يفرط

شكراً جزيلاً يا عبدالله على الهديه و على كرمك لي بالقهوه هذا ان دل يدل على طيب أصلك واحترامك لكيانك و لعملك شكراً بحجم كل شيء والله انك تكسب قلوب وفقك الله و اتمنى لك الأماكن العُليا المواجهه للأقوى . 🌹",2025-08-16 23:18:59.834000+00:00,Positive,False,False,ar,اولا السلام تحيه الاسلام و السلام عليكم ورحمه اله و بركاته ، و اسعد اله اوقاتكم بكل خير اله يبارك لاصحاب الحلال ويزيدكم من فضله مبروكين فتح فرع حي الحمراء ثانيا وهو الاول في مكانته عندي اشكر الموظف الجميل والطيف القدوه لغير و المثالي الاخ عبداله الشهراني كان تعامله لطيف جدا و تبادلنا الحوار الي انصفه من تعامل الشخص بصراحه اول زياره لي لهذا القهوه و احترامه وكرمه المتفوق بحد ذاته مكسب لي وهذا يخليني في كل مجلس اقوم بذكره لا اخفيكم بانه تسويق ناجح لاصحاب الحلال و كنصيحه محب كمثل هذا واله لا يفرط شكرا جزيلا يا عبداله علي الهديه و علي كرمك لي بالقهوه هذا ان دل يدل علي طيب اصلك واحترامك لكيانك و لعملك شكرا بحجم كل شيء واله انك تكسب قلوب وفقك اله و اتمني لك الاماكن العليا المواجه لاقوي,positive
Omar.,5,القهوة و المكان و المخبوزات رائعين، المكان حلو بالنهار و هادي، لو تشغلون بيانو او موسيقى هادية بتعطي روح للمكان. شكرًا لأنكم تختارون الموظفين بعناية جميعهم رائعين و يخلون تجربة العميل أجمل و أجمل. الموظف السعودي الجديد بفترة الصباح للأمانة هو روح المكان، تعامله و خدمته تخلي الواحد يرجع بالتأكيد. لا تفرطون فيه واستثمروا فيه,2025-08-15 08:40:59.780000+00:00,Positive,False,False,ar,القهوه و المكان و المخبوزات رائعين، المكان حلو بالنهار و هادي، لو تشغلون بيانو او موسيقي هاديه بتعطي روح لمكان شكرا لانكم تختارون الموظفين بعنايه جميعهم رائعين و يخلون تجربه العميل اجمل و اجمل الموظف السعودي الجديد بفتره الصباح لامانه هو روح المكان، تعامله و خدمته تخلي الواحد يرجع بالتاكيد لا تفرطون فيه واستثمروا فيه,positive
Omar AL-subhi,5,زرت محمصة قهوة شفل في حي الياسمين، وجربت قهوة اليوم وكانت لذيذة ومتوازنة النكهة، والتراميسو طعمه رائع وطازج. المكان هادئ ومرتب، والخدمة ممتازة. أنصح بزيارتهم لعشاق القهوة والحلويات,2025-08-12 16:10:15.743000+00:00,Positive,False,False,ar,زرت محمصه قهوه شفل في حي الياسمين، وجربت قهوه اليوم وكانت لذيذه ومتوازنه النكه، والتراميسو طعمه رائع وطازج المكان هادئ ومرتب، والخدمه متازه انصح بزيارتهم لعشاق القهوه والحلويات,positive
دنّح /Dn7,5,اطلق محاصيل كلاسيك تاخذها من عندهم,2025-08-09 22:02:23.111000+00:00,Positive,False,False,ar,اطلق محاصيل كلاسيك تاخذها من عندهم,positive
Malak Alzahrani,5,التيراميسووو لذيييذ,2025-08-09 00:20:18.179000+00:00,Positive,False,False,ar,التيراميسو لذيذ,positive
Fatemah Blogger,5,كوفي شڤل يعرف كيف يدلع محبين القهوة! كوبهم الكبير مو بس يشبع، يملأ اليوم مزاج حلو، قهوة غنية بطعم قوي ومتوازن، وكل رشفة منها تحسسك إنك اخترت المكان الصح تبدأ فيه يومك أو تكمله,2025-08-08 23:03:55.761000+00:00,Positive,False,False,ar,كوفي شڤل يعرف كيف يدلع محبين القهوه كوبهم الكبير مو بس يشبع، يملا اليوم مزاج حلو، قهوه غنيه بطعم قوي ومتوازن، وكل رشفه منها تحسك انك اخترت المكان الصح تبدا فيه يومك او تكمله,positive
رسمي العضيلة,5,انصح فيه تجربه ناجحه وطعم القهوة روعه,2025-08-08 21:03:59.935000+00:00,Positive,False,False,ar,انصح فيه تجربه ناجحه وطعم القهوه روعه,positive
تالين العمر,5,من اروع المحامص اللي رحت لها اخذت v60 اول مره ماتكون حامضة وطعمها ممتاز  موزنه صح والمكان جميل,2025-08-08 20:29:54.053000+00:00,Positive,False,False,ar,من اروع المحامص الي رحت لها اخذت v60 اول مره ماتكون حامضه وطعمها متاز موزنه صح والمكان جميل,positive
Captain Mo,5,قهوة ممتازة وجلسات وخدمة رايقة والأفضل انه ٢٤ ساعة 👍🏼👍🏼,2025-08-06 17:41:29.734000+00:00,Positive,False,False,ar,قهوه متازه وجلسات وخدمه رايقه والافضل انه ٢٤ ساعه,positive
سجى 511,5,تجرّبه رائعه ومكان رايق وملموم 👍🏻,2025-08-06 12:43:29.500000+00:00,Positive,False,False,ar,تجربه رائعه ومكان رايق وملموم,positive
Ali hayyan,5,القهوة و الحلى جميل,2025-08-05 16:23:16.248000+00:00,Positive,False,False,ar,القهوه و الحلي جميل,positive
أبوعبدالله,1,تم الطلب اون لاين وللأسف الطلبيه وصلة ناقصه محصول من المحاصيل الي طلبتها المحامص تزيد في الطلب وتروج لمنتجاتها بهدايا بعكس شفل يرسل الطلب ناقص.,2025-08-04 16:56:13.257000+00:00,Negative,False,False,ar,تم الطلب اون لاين ولاسف الطلبيه وصله ناقصه محصول من المحاصيل الي طلبتها المحامص تزيد في الطلب وتروج لمنتجاتها بهدايا بعكس شفل يرسل الطلب ناقص,negative
Blunk David,5,لطيف - جيد,2025-08-04 07:59:56.576000+00:00,Positive,True,False,ar,لطيف جيد,positive
A,2,"بودينق التشوكلت
طعم التشوكلت رديئ ماعجبني فيه نكهه وخرب على طعم الحلا  قطعه
التشوكلت هو اساس الطعم في مثل هذا النوع من  الحلا
( التعليق قبل أسبوعين تقريبا )",2025-07-30 22:27:14.621000+00:00,Negative,False,False,ar,بودينق التشوكلت طعم التشوكلت رديئ ماعجبني فيه نكه وخرب علي طعم الحلا قطعه التشوكلت هو اساس الطعم في مثل هذا النوع من الحلا التعليق قبل اسبوعين تقريبا,negative
Reenad,5,"قهوتهم حلوه دايم اخذ محصولهم
السينابون عندهم لذيذ لذيذ اتمنى ماتغيرون شي فيه

المشكله الوحيده دورة المياه واحده للجنسين",2025-07-30 14:29:55.790000+00:00,Positive,False,False,ar,قهوتهم حلوه دايم اخذ محصولهم السينابون عندهم لذيذ لذيذ اتمني ماتغيرون شي فيه المشكله الوحيده دوره المياه واحده لجنسين,positive
Raood ..,5,عبد العزيز أفضل باريستا على الإطلاق ✌️,2025-07-30 13:15:11.901000+00:00,Positive,False,False,ar,عبد العزيز افضل باريستا علي الاطلاق,positive
Maha Sh,5,قهوتهم لذيذه وتيراميسو شي من الاخر فعلا,2025-07-30 11:22:54.616000+00:00,Positive,False,False,ar,قهوتهم لذيذه وتيراميسو شي من الاخر فعلا,positive
Sabah Mira,1,أرسلت السواق الساعة 9 صباحا ماعندهم قهوة حاارة معليش محل قهوة مختص و الصبح و ماعندهم قهوة حارة عيب في حقكم,2025-07-30 06:41:29.802000+00:00,Negative,False,False,ar,ارسلت السواق الساعه 9 صباحا ماعندهم قهوه حاره معليش محل قهوه مختص و الصبح و ماعندهم قهوه حاره عيب في حقكم,negative
Jay,4,"المقهى بشكل عام جيد الجلسات غير مريحة ومتلاصقة وغير واسعة.
اللاتيه الحار يجنن بمعنى الكلمة smooth ومرة لذيذ ما شاء الله. البراوني حلوة والسينابون حلو وكروسان الجبن والنعناع حليو.
قد جربت منهم البن اليمني أول مرة يجي حلو صراحة هالنوع يعطيكم العافية.",2025-07-28 19:26:44.737000+00:00,Positive,False,False,ar,المقهي بشكل عام جيد الجلسات غير مريحه ومتلاصقه وغير واسعه الاتيه الحار يجن بمعني الكلمه smoth ومره لذيذ ما شاء اله البراوني حلوه والسينابون حلو وكروسان الجبن والنعناع حليو قد جربت منهم البن اليمني اول مره يجي حلو صراحه هالنوع يعطيكم العافيه,positive
متعب محمد الشهري,4,ممتاز,2025-07-27 11:35:52.418000+00:00,Positive,True,False,ar,متاز,positive
ELYAS ALNAMLAH,5,القهوة لذيذة جدا وتعامل رائع جدا,2025-07-24 20:43:39.702000+00:00,Positive,False,False,ar,القهوه لذيذه جدا وتعامل رائع جدا,positive
عبدالرحمن الراشد,5,جميل وهادئ .. الموظف السعودي بشوش وخلوق,2025-07-24 14:54:54.845000+00:00,Positive,False,False,ar,جميل وهادئ الموظف السعودي بشوش وخلوق,positive
